stg,start_age,speciesRT,speciesBC,speciesSIB,run,genusRT,genusBC,genusSIB
"(1.8,2.58]",100.5,64,55,34,58,93,78,45
"(2.58,3.6]",93.9,110,59,93,58,158,89,134
"(3.6,5.33]",89.8,150,100,128,58,207,146,171
"(5.33,7.25]",86.3,166,126,119,58,223,185,147
"(7.25,11.6]",83.6,188,144,148,58,285,208,227
"(11.6,13.8]",72.1,201,154,148,58,292,239,208
"(13.8,16]",66,223,179,168,58,329,270,241
"(16,20.4]",61.6,229,190,184,58,342,288,278
"(20.4,23]",59.2,194,181,136,58,299,284,214
"(23,28.1]",56,175,137,127,58,270,229,173
"(28.1,33.9]",47.8,157,122,103,58,254,210,158
"(33.9,37.8]",41.2,208,104,175,58,328,198,270
"(37.8,41.2]",37.8,234,148,190,58,366,262,274
"(41.2,47.8]",33.9,250,185,213,58,391,310,325
"(47.8,56]",28.1,272,168,258,58,388,281,342
"(56,59.2]",23.03,185,112,165,58,282,201,225
"(59.2,61.6]",20.44,113,108,58,58,191,185,71
"(61.6,66]",15.97,147,83,126,58,238,164,191
"(66,72.1]",13.82,223,74,208,58,320,139,286
"(72.1,83.6]",11.63,238,108,222,58,344,190,305
"(83.6,86.3]",7.246,153,111,122,58,238,192,169
"(86.3,89.8]",5.333,105,77,68,58,183,149,105
"(89.8,93.9]",3.6,137,88,113,58,216,160,161
"(93.9,100]",2.58,180,91,173,58,254,158,237
"(100,113]",1.8,92,68,88,58,143,118,127
"(113,125]",0.781,38,28,35,58,73,61,59
"(125,129]",0.126,23,16,14,58,42,35,22
"(129,133]",0.0117,16,11,12,58,34,27,26
"(133,140]",0.0082,30,7,28,58,43,18,41
"(140,155]",0.0042,2,2,2,58,2,2,2
"(0.0042,0.0082]",139.8,11,5,7,59,14,8,6
"(0.0082,0.0117]",132.9,17,11,6,59,19,14,6
"(0.0117,0.126]",129.4,49,17,46,59,63,18,60
"(0.126,0.781]",125,50,42,34,59,70,55,49
"(0.781,1.8]",113,55,44,32,59,79,62,44
"(1.8,2.58]",100.5,64,55,33,59,90,78,42
"(2.58,3.6]",93.9,116,59,100,59,158,86,135
"(3.6,5.33]",89.8,146,103,124,59,203,147,170
"(5.33,7.25]",86.3,164,125,120,59,222,180,158
"(7.25,11.6]",83.6,190,142,143,59,279,204,221
"(11.6,13.8]",72.1,196,154,148,59,292,235,207
"(13.8,16]",66,223,176,169,59,320,266,240
"(16,20.4]",61.6,228,191,182,59,342,283,279
"(20.4,23]",59.2,199,184,142,59,287,273,204
"(23,28.1]",56,173,138,123,59,265,227,173
"(28.1,33.9]",47.8,157,119,103,59,256,210,160
"(33.9,37.8]",41.2,208,105,180,59,327,196,269
"(37.8,41.2]",37.8,240,149,186,59,357,262,271
"(41.2,47.8]",33.9,246,185,210,59,387,302,323
"(47.8,56]",28.1,271,168,256,59,390,276,346
"(56,59.2]",23.03,183,111,162,59,281,201,226
"(59.2,61.6]",20.44,109,103,57,59,194,189,72
"(61.6,66]",15.97,150,85,130,59,240,165,192
"(66,72.1]",13.82,217,68,202,59,319,140,285
"(72.1,83.6]",11.63,238,108,222,59,344,189,306
"(83.6,86.3]",7.246,153,113,120,59,238,191,165
"(86.3,89.8]",5.333,106,76,69,59,187,151,111
"(89.8,93.9]",3.6,137,88,112,59,216,163,159
"(93.9,100]",2.58,181,92,174,59,255,159,238
"(100,113]",1.8,92,68,88,59,143,118,127
"(113,125]",0.781,40,28,37,59,75,61,61
"(125,129]",0.126,21,16,12,59,42,37,21
"(129,133]",0.0117,17,11,13,59,32,27,24
"(133,140]",0.0082,30,8,28,59,44,17,42
"(140,155]",0.0042,2,2,2,59,2,2,2
"(0.0042,0.0082]",139.8,12,8,5,60,13,5,9
"(0.0082,0.0117]",132.9,17,11,7,60,18,12,6
"(0.0117,0.126]",129.4,50,17,48,60,62,18,59
"(0.126,0.781]",125,51,42,35,60,69,54,47
"(0.781,1.8]",113,55,45,28,60,83,62,47
"(1.8,2.58]",100.5,63,54,30,60,91,81,39
"(2.58,3.6]",93.9,116,60,100,60,148,87,126
"(3.6,5.33]",89.8,148,105,124,60,205,136,175
"(5.33,7.25]",86.3,159,125,114,60,226,183,162
"(7.25,11.6]",83.6,189,140,149,60,274,206,211
"(11.6,13.8]",72.1,198,150,153,60,296,234,218
"(13.8,16]",66,218,176,166,60,326,271,240
"(16,20.4]",61.6,233,190,191,60,340,286,273
"(20.4,23]",59.2,187,174,125,60,291,275,208
"(23,28.1]",56,176,139,128,60,274,227,176
"(28.1,33.9]",47.8,154,121,98,60,249,212,152
"(33.9,37.8]",41.2,209,102,178,60,328,197,272
"(37.8,41.2]",37.8,237,149,186,60,356,259,269
"(41.2,47.8]",33.9,240,180,204,60,384,300,322
"(47.8,56]",28.1,269,164,255,60,383,275,339
"(56,59.2]",23.03,184,112,168,60,283,197,228
"(59.2,61.6]",20.44,111,101,57,60,190,186,67
"(61.6,66]",15.97,150,89,129,60,237,165,189
"(66,72.1]",13.82,216,67,201,60,319,137,285
"(72.1,83.6]",11.63,238,108,222,60,342,189,305
"(83.6,86.3]",7.246,152,109,119,60,236,187,167
"(86.3,89.8]",5.333,103,76,67,60,181,150,103
"(89.8,93.9]",3.6,139,89,115,60,217,159,162
"(93.9,100]",2.58,179,91,172,60,255,159,238
"(100,113]",1.8,92,68,88,60,143,118,127
"(113,125]",0.781,37,28,34,60,76,61,62
"(125,129]",0.126,23,15,15,60,39,35,17
"(129,133]",0.0117,16,11,12,60,33,27,25
"(133,140]",0.0082,31,8,29,60,44,18,42
"(140,155]",0.0042,2,2,2,60,2,2,2
"(0.0042,0.0082]",139.8,15,8,8,61,12,4,8
"(0.0082,0.0117]",132.9,17,14,3,61,18,11,8
"(0.0117,0.126]",129.4,49,17,46,61,60,18,56
"(0.126,0.781]",125,53,43,36,61,76,54,57
"(0.781,1.8]",113,57,47,30,61,77,65,39
"(1.8,2.58]",100.5,64,55,32,61,90,77,44
"(2.58,3.6]",93.9,113,60,96,61,160,86,138
"(3.6,5.33]",89.8,151,102,130,61,206,149,172
"(5.33,7.25]",86.3,159,127,113,61,229,183,164
"(7.25,11.6]",83.6,189,138,149,61,269,206,203
"(11.6,13.8]",72.1,202,155,153,61,294,232,217
"(13.8,16]",66,223,180,167,61,324,269,241
"(16,20.4]",61.6,232,192,189,61,341,285,280
"(20.4,23]",59.2,193,180,142,61,293,277,208
"(23,28.1]",56,172,136,122,61,272,228,175
"(28.1,33.9]",47.8,158,122,104,61,253,212,160
"(33.9,37.8]",41.2,209,105,175,61,329,197,272
"(37.8,41.2]",37.8,231,145,184,61,358,261,265
"(41.2,47.8]",33.9,248,181,213,61,383,300,321
"(47.8,56]",28.1,268,167,253,61,390,280,344
"(56,59.2]",23.03,186,111,166,61,278,199,227
"(59.2,61.6]",20.44,114,107,58,61,190,182,70
"(61.6,66]",15.97,146,87,125,61,239,166,190
"(66,72.1]",13.82,220,69,205,61,317,136,283
"(72.1,83.6]",11.63,238,108,222,61,344,189,306
"(83.6,86.3]",7.246,152,111,121,61,238,190,166
"(86.3,89.8]",5.333,106,77,70,61,184,151,105
"(89.8,93.9]",3.6,137,88,112,61,216,161,159
"(93.9,100]",2.58,181,92,174,61,255,159,238
"(100,113]",1.8,92,68,88,61,143,118,127
"(113,125]",0.781,40,28,37,61,75,61,60
"(125,129]",0.126,23,18,14,61,42,37,22
"(129,133]",0.0117,17,11,14,61,34,27,26
"(133,140]",0.0082,31,9,29,61,42,17,40
"(140,155]",0.0042,2,2,2,61,2,2,2
"(0.0042,0.0082]",139.8,16,11,6,62,16,6,11
"(0.0082,0.0117]",132.9,17,15,3,62,18,15,3
"(0.0117,0.126]",129.4,50,17,47,62,63,18,60
"(0.126,0.781]",125,49,43,32,62,72,55,52
"(0.781,1.8]",113,55,43,31,62,79,64,44
"(1.8,2.58]",100.5,64,54,31,62,90,78,41
"(2.58,3.6]",93.9,117,60,102,62,156,86,133
"(3.6,5.33]",89.8,147,107,128,62,201,143,172
"(5.33,7.25]",86.3,163,123,120,62,223,180,157
"(7.25,11.6]",83.6,186,139,143,62,280,206,220
"(11.6,13.8]",72.1,198,154,151,62,295,237,209
"(13.8,16]",66,225,177,170,62,325,271,238
"(16,20.4]",61.6,227,191,184,62,344,287,281
"(20.4,23]",59.2,194,179,141,62,297,280,196
"(23,28.1]",56,174,137,124,62,275,231,178
"(28.1,33.9]",47.8,157,121,102,62,252,212,156
"(33.9,37.8]",41.2,210,105,177,62,329,198,270
"(37.8,41.2]",37.8,236,149,185,62,359,262,265
"(41.2,47.8]",33.9,242,179,208,62,381,299,320
"(47.8,56]",28.1,269,165,255,62,389,277,345
"(56,59.2]",23.03,182,112,162,62,280,201,229
"(59.2,61.6]",20.44,114,105,62,62,194,184,73
"(61.6,66]",15.97,150,86,130,62,237,166,188
"(66,72.1]",13.82,221,73,206,62,317,137,283
"(72.1,83.6]",11.63,239,108,223,62,343,189,306
"(83.6,86.3]",7.246,152,111,117,62,236,187,166
"(86.3,89.8]",5.333,103,76,67,62,183,150,102
"(89.8,93.9]",3.6,138,88,113,62,215,160,158
"(93.9,100]",2.58,180,91,173,62,254,158,237
"(100,113]",1.8,92,68,88,62,143,118,127
"(113,125]",0.781,41,28,38,62,73,61,57
"(125,129]",0.126,21,17,12,62,43,36,22
"(129,133]",0.0117,17,11,14,62,33,27,25
"(133,140]",0.0082,30,8,28,62,45,19,43
"(140,155]",0.0042,2,2,2,62,2,2,2
"(0.0042,0.0082]",139.8,12,5,7,63,15,5,10
"(0.0082,0.0117]",132.9,18,12,6,63,18,14,5
"(0.0117,0.126]",129.4,50,17,47,63,61,18,58
"(0.126,0.781]",125,51,43,37,63,70,54,50
"(0.781,1.8]",113,57,45,31,63,76,61,43
"(1.8,2.58]",100.5,64,55,30,63,92,76,49
"(2.58,3.6]",93.9,113,61,98,63,156,87,132
"(3.6,5.33]",89.8,147,102,124,63,205,145,174
"(5.33,7.25]",86.3,158,124,114,63,231,182,164
"(7.25,11.6]",83.6,187,137,147,63,270,206,208
"(11.6,13.8]",72.1,197,153,151,63,294,235,213
"(13.8,16]",66,223,178,169,63,323,265,243
"(16,20.4]",61.6,236,189,192,63,340,286,276
"(20.4,23]",59.2,191,181,138,63,291,275,203
"(23,28.1]",56,177,138,124,63,276,229,177
"(28.1,33.9]",47.8,158,126,101,63,253,216,158
"(33.9,37.8]",41.2,206,103,176,63,332,198,274
"(37.8,41.2]",37.8,237,145,189,63,358,264,259
"(41.2,47.8]",33.9,241,182,204,63,387,303,322
"(47.8,56]",28.1,274,169,260,63,382,274,338
"(56,59.2]",23.03,188,112,169,63,280,197,228
"(59.2,61.6]",20.44,111,105,53,63,193,183,69
"(61.6,66]",15.97,145,85,125,63,235,166,188
"(66,72.1]",13.82,222,72,207,63,316,135,282
"(72.1,83.6]",11.63,240,108,224,63,345,189,308
"(83.6,86.3]",7.246,150,111,116,63,236,191,165
"(86.3,89.8]",5.333,103,78,68,63,183,150,103
"(89.8,93.9]",3.6,138,85,114,63,216,158,160
"(93.9,100]",2.58,180,91,173,63,254,159,237
"(100,113]",1.8,92,68,88,63,143,118,127
"(113,125]",0.781,43,28,40,63,77,61,63
"(125,129]",0.126,19,17,11,63,40,37,20
"(129,133]",0.0117,16,11,12,63,32,27,24
"(133,140]",0.0082,30,7,28,63,43,16,41
"(140,155]",0.0042,2,2,2,63,2,2,2
"(0.0042,0.0082]",139.8,13,9,5,64,15,5,10
"(0.0082,0.0117]",132.9,17,12,5,64,18,14,5
"(0.0117,0.126]",129.4,50,17,47,64,61,18,58
"(0.126,0.781]",125,52,43,33,64,74,54,55
"(0.781,1.8]",113,55,47,28,64,83,66,46
"(1.8,2.58]",100.5,64,53,34,64,92,82,40
"(2.58,3.6]",93.9,111,60,95,64,156,87,130
"(3.6,5.33]",89.8,146,99,129,64,202,145,168
"(5.33,7.25]",86.3,164,124,119,64,225,179,158
"(7.25,11.6]",83.6,191,143,152,64,277,205,215
"(11.6,13.8]",72.1,207,156,155,64,291,235,202
"(13.8,16]",66,219,184,158,64,322,268,243
"(16,20.4]",61.6,229,190,187,64,341,286,280
"(20.4,23]",59.2,194,177,137,64,288,268,205
"(23,28.1]",56,171,137,119,64,276,229,178
"(28.1,33.9]",47.8,159,120,104,64,251,215,154
"(33.9,37.8]",41.2,208,106,174,64,328,196,269
"(37.8,41.2]",37.8,233,145,185,64,361,261,266
"(41.2,47.8]",33.9,248,182,212,64,383,304,318
"(47.8,56]",28.1,270,169,256,64,390,278,346
"(56,59.2]",23.03,185,113,162,64,283,200,229
"(59.2,61.6]",20.44,110,101,58,64,194,186,72
"(61.6,66]",15.97,146,85,126,64,239,168,190
"(66,72.1]",13.82,214,64,199,64,320,141,286
"(72.1,83.6]",11.63,240,108,224,64,343,189,306
"(83.6,86.3]",7.246,153,113,120,64,238,191,170
"(86.3,89.8]",5.333,103,76,66,64,185,150,106
"(89.8,93.9]",3.6,137,87,112,64,216,161,160
"(93.9,100]",2.58,181,92,174,64,255,159,238
"(100,113]",1.8,92,68,88,64,143,118,127
"(113,125]",0.781,38,28,35,64,76,61,62
"(125,129]",0.126,24,17,15,64,41,37,19
"(129,133]",0.0117,16,11,13,64,35,27,28
"(133,140]",0.0082,30,7,28,64,41,17,39
"(140,155]",0.0042,2,2,2,64,2,2,2
"(0.0042,0.0082]",139.8,12,9,4,65,11,6,6
"(0.0082,0.0117]",132.9,17,12,6,65,19,11,8
"(0.0117,0.126]",129.4,49,17,46,65,61,18,57
"(0.126,0.781]",125,50,42,33,65,75,55,54
"(0.781,1.8]",113,57,45,33,65,78,65,40
"(1.8,2.58]",100.5,64,54,32,65,91,78,46
"(2.58,3.6]",93.9,109,61,92,65,154,86,131
"(3.6,5.33]",89.8,148,98,129,65,204,142,172
"(5.33,7.25]",86.3,166,125,121,65,230,182,161
"(7.25,11.6]",83.6,187,140,144,65,271,205,211
"(11.6,13.8]",72.1,203,157,147,65,289,237,207
"(13.8,16]",66,223,185,166,65,329,267,247
"(16,20.4]",61.6,226,188,183,65,344,287,288
"(20.4,23]",59.2,196,178,144,65,287,272,201
"(23,28.1]",56,174,137,122,65,274,229,177
"(28.1,33.9]",47.8,157,122,101,65,256,215,156
"(33.9,37.8]",41.2,207,103,172,65,330,200,274
"(37.8,41.2]",37.8,238,148,184,65,359,262,270
"(41.2,47.8]",33.9,249,184,212,65,384,303,320
"(47.8,56]",28.1,272,171,257,65,390,277,346
"(56,59.2]",23.03,186,113,167,65,285,202,230
"(59.2,61.6]",20.44,110,106,57,65,188,183,67
"(61.6,66]",15.97,152,86,132,65,239,168,192
"(66,72.1]",13.82,221,72,206,65,317,136,283
"(72.1,83.6]",11.63,240,109,224,65,343,189,306
"(83.6,86.3]",7.246,151,113,118,65,237,189,165
"(86.3,89.8]",5.333,105,75,69,65,183,150,106
"(89.8,93.9]",3.6,139,89,114,65,217,160,160
"(93.9,100]",2.58,181,93,174,65,255,160,238
"(100,113]",1.8,92,68,88,65,143,118,127
"(113,125]",0.781,39,28,36,65,73,61,59
"(125,129]",0.126,23,17,14,65,43,36,21
"(129,133]",0.0117,18,11,14,65,35,27,27
"(133,140]",0.0082,28,7,26,65,42,18,40
"(140,155]",0.0042,2,2,2,65,2,2,2
"(0.0042,0.0082]",139.8,11,8,4,66,12,8,5
"(0.0082,0.0117]",132.9,17,11,7,66,18,12,7
"(0.0117,0.126]",129.4,51,17,48,66,61,18,58
"(0.126,0.781]",125,50,43,33,66,72,54,50
"(0.781,1.8]",113,56,46,29,66,84,64,48
"(1.8,2.58]",100.5,67,56,36,66,93,82,42
"(2.58,3.6]",93.9,111,61,94,66,152,89,127
"(3.6,5.33]",89.8,148,101,128,66,205,142,174
"(5.33,7.25]",86.3,151,123,106,66,224,181,162
"(7.25,11.6]",83.6,185,131,147,66,272,201,209
"(11.6,13.8]",72.1,201,152,146,66,288,235,204
"(13.8,16]",66,227,184,175,66,324,264,240
"(16,20.4]",61.6,233,192,188,66,344,287,284
"(20.4,23]",59.2,195,181,138,66,299,281,211
"(23,28.1]",56,174,137,125,66,271,230,174
"(28.1,33.9]",47.8,157,121,102,66,250,212,154
"(33.9,37.8]",41.2,211,104,181,66,329,192,271
"(37.8,41.2]",37.8,232,147,180,66,355,261,264
"(41.2,47.8]",33.9,242,180,208,66,386,301,323
"(47.8,56]",28.1,269,164,254,66,389,278,344
"(56,59.2]",23.03,188,112,171,66,278,202,222
"(59.2,61.6]",20.44,113,108,56,66,198,185,77
"(61.6,66]",15.97,148,87,127,66,241,171,192
"(66,72.1]",13.82,222,73,207,66,317,136,283
"(72.1,83.6]",11.63,239,108,223,66,345,189,308
"(83.6,86.3]",7.246,152,112,119,66,237,190,165
"(86.3,89.8]",5.333,104,76,71,66,185,149,105
"(89.8,93.9]",3.6,137,87,112,66,216,163,159
"(93.9,100]",2.58,181,92,174,66,254,159,237
"(100,113]",1.8,92,68,88,66,143,118,127
"(113,125]",0.781,41,28,37,66,75,61,61
"(125,129]",0.126,21,17,12,66,40,35,21
"(129,133]",0.0117,16,11,13,66,34,27,27
"(133,140]",0.0082,31,8,29,66,42,17,40
"(140,155]",0.0042,2,2,2,66,2,2,2
"(0.0042,0.0082]",139.8,15,7,9,67,11,5,7
"(0.0082,0.0117]",132.9,17,14,3,67,18,11,7
"(0.0117,0.126]",129.4,50,17,47,67,60,18,56
"(0.126,0.781]",125,54,42,39,67,73,54,53
"(0.781,1.8]",113,56,48,26,67,80,63,45
"(1.8,2.58]",100.5,64,56,31,67,93,79,45
"(2.58,3.6]",93.9,113,60,97,67,153,89,130
"(3.6,5.33]",89.8,147,102,125,67,206,142,181
"(5.33,7.25]",86.3,157,124,111,67,231,183,169
"(7.25,11.6]",83.6,187,135,149,67,275,209,212
"(11.6,13.8]",72.1,199,152,149,67,291,235,215
"(13.8,16]",66,218,176,161,67,327,270,245
"(16,20.4]",61.6,233,188,193,67,340,285,281
"(20.4,23]",59.2,192,181,140,67,290,273,208
"(23,28.1]",56,170,137,119,67,269,228,169
"(28.1,33.9]",47.8,160,122,104,67,257,213,161
"(33.9,37.8]",41.2,213,104,182,67,329,199,269
"(37.8,41.2]",37.8,235,149,181,67,363,263,277
"(41.2,47.8]",33.9,245,184,210,67,381,301,318
"(47.8,56]",28.1,269,168,255,67,387,276,344
"(56,59.2]",23.03,185,109,167,67,278,200,225
"(59.2,61.6]",20.44,112,104,57,67,195,185,69
"(61.6,66]",15.97,150,89,128,67,242,169,194
"(66,72.1]",13.82,218,69,203,67,316,136,282
"(72.1,83.6]",11.63,240,108,224,67,344,189,307
"(83.6,86.3]",7.246,153,114,119,67,236,190,162
"(86.3,89.8]",5.333,105,77,70,67,188,152,109
"(89.8,93.9]",3.6,137,87,112,67,218,162,163
"(93.9,100]",2.58,180,91,173,67,254,160,237
"(100,113]",1.8,92,68,88,67,143,118,127
"(113,125]",0.781,39,28,36,67,73,61,59
"(125,129]",0.126,23,17,15,67,42,35,22
"(129,133]",0.0117,17,11,13,67,35,27,28
"(133,140]",0.0082,30,8,28,67,41,17,39
"(140,155]",0.0042,2,2,2,67,2,2,2
"(0.0042,0.0082]",139.8,14,6,9,68,8,5,3
"(0.0082,0.0117]",132.9,17,14,4,68,18,8,10
"(0.0117,0.126]",129.4,50,17,47,68,61,18,58
"(0.126,0.781]",125,50,43,30,68,77,54,57
"(0.781,1.8]",113,56,45,30,68,82,68,41
"(1.8,2.58]",100.5,65,56,32,68,90,80,42
"(2.58,3.6]",93.9,115,59,98,68,160,87,137
"(3.6,5.33]",89.8,148,103,128,68,206,149,171
"(5.33,7.25]",86.3,158,126,109,68,234,182,171
"(7.25,11.6]",83.6,188,137,150,68,275,213,215
"(11.6,13.8]",72.1,198,154,146,68,293,235,208
"(13.8,16]",66,224,178,170,68,320,268,241
"(16,20.4]",61.6,227,188,185,68,348,285,285
"(20.4,23]",59.2,185,170,131,68,291,279,201
"(23,28.1]",56,178,138,124,68,277,229,176
"(28.1,33.9]",47.8,155,123,97,68,251,216,155
"(33.9,37.8]",41.2,212,103,181,68,327,196,269
"(37.8,41.2]",37.8,231,150,181,68,364,263,269
"(41.2,47.8]",33.9,246,182,210,68,390,308,322
"(47.8,56]",28.1,270,167,255,68,387,278,343
"(56,59.2]",23.03,182,109,163,68,280,200,226
"(59.2,61.6]",20.44,111,103,59,68,191,184,74
"(61.6,66]",15.97,151,88,131,68,236,162,188
"(66,72.1]",13.82,222,72,207,68,319,138,285
"(72.1,83.6]",11.63,239,108,223,68,344,190,306
"(83.6,86.3]",7.246,150,111,118,68,239,191,165
"(86.3,89.8]",5.333,103,77,68,68,185,151,109
"(89.8,93.9]",3.6,139,85,114,68,216,161,159
"(93.9,100]",2.58,181,93,174,68,255,160,238
"(100,113]",1.8,92,68,88,68,143,118,127
"(113,125]",0.781,41,28,38,68,74,61,58
"(125,129]",0.126,21,17,13,68,41,35,21
"(129,133]",0.0117,15,11,11,68,34,27,26
"(133,140]",0.0082,32,8,30,68,43,18,41
"(140,155]",0.0042,2,2,2,68,2,2,2
"(0.0042,0.0082]",139.8,11,6,6,69,15,7,8
"(0.0082,0.0117]",132.9,18,11,7,69,18,14,5
"(0.0117,0.126]",129.4,50,17,47,69,61,18,58
"(0.126,0.781]",125,51,43,33,69,75,54,56
"(0.781,1.8]",113,56,45,32,69,81,67,43
"(1.8,2.58]",100.5,65,56,31,69,91,80,38
"(2.58,3.6]",93.9,113,60,97,69,154,86,133
"(3.6,5.33]",89.8,144,101,123,69,209,144,176
"(5.33,7.25]",86.3,160,122,116,69,232,185,167
"(7.25,11.6]",83.6,184,138,142,69,277,212,217
"(11.6,13.8]",72.1,200,151,147,69,291,235,204
"(13.8,16]",66,228,182,170,69,321,267,240
"(16,20.4]",61.6,230,192,188,69,338,282,274
"(20.4,23]",59.2,192,176,139,69,295,277,208
"(23,28.1]",56,173,138,121,69,270,228,172
"(28.1,33.9]",47.8,155,120,100,69,255,213,157
"(33.9,37.8]",41.2,213,104,180,69,328,196,274
"(37.8,41.2]",37.8,233,151,180,69,358,262,267
"(41.2,47.8]",33.9,251,185,215,69,387,303,326
"(47.8,56]",28.1,270,169,255,69,386,276,342
"(56,59.2]",23.03,182,111,164,69,277,198,223
"(59.2,61.6]",20.44,114,103,62,69,192,180,74
"(61.6,66]",15.97,149,87,128,69,236,168,189
"(66,72.1]",13.82,221,72,206,69,319,135,285
"(72.1,83.6]",11.63,239,108,223,69,343,190,305
"(83.6,86.3]",7.246,150,110,117,69,243,193,170
"(86.3,89.8]",5.333,105,77,68,69,181,149,101
"(89.8,93.9]",3.6,139,88,114,69,216,161,161
"(93.9,100]",2.58,180,92,173,69,254,158,237
"(100,113]",1.8,92,68,88,69,143,118,127
"(113,125]",0.781,43,28,40,69,73,61,57
"(125,129]",0.126,19,17,10,69,43,36,22
"(129,133]",0.0117,18,11,14,69,34,27,27
"(133,140]",0.0082,28,7,26,69,41,16,39
"(140,155]",0.0042,2,2,2,69,2,2,2
"(0.0042,0.0082]",139.8,15,8,8,70,17,12,5
"(0.0082,0.0117]",132.9,17,15,3,70,19,17,3
"(0.0117,0.126]",129.4,48,17,45,70,61,18,58
"(0.126,0.781]",125,53,42,36,70,78,53,55
"(0.781,1.8]",113,57,46,31,70,82,69,42
"(1.8,2.58]",100.5,64,57,29,70,90,81,39
"(2.58,3.6]",93.9,113,59,97,70,162,87,138
"(3.6,5.33]",89.8,150,103,130,70,205,150,170
"(5.33,7.25]",86.3,167,126,124,70,230,183,162
"(7.25,11.6]",83.6,186,142,144,70,268,202,208
"(11.6,13.8]",72.1,204,155,145,70,295,235,204
"(13.8,16]",66,222,180,169,70,330,272,251
"(16,20.4]",61.6,227,190,186,70,343,289,283
"(20.4,23]",59.2,194,180,140,70,292,279,201
"(23,28.1]",56,172,137,119,70,275,228,179
"(28.1,33.9]",47.8,158,121,102,70,254,218,154
"(33.9,37.8]",41.2,209,104,174,70,331,196,276
"(37.8,41.2]",37.8,233,146,181,70,351,261,261
"(41.2,47.8]",33.9,250,185,216,70,388,298,323
"(47.8,56]",28.1,268,167,254,70,386,277,340
"(56,59.2]",23.03,186,110,169,70,280,200,229
"(59.2,61.6]",20.44,111,105,59,70,191,184,67
"(61.6,66]",15.97,148,86,127,70,238,163,191
"(66,72.1]",13.82,222,73,207,70,318,139,284
"(72.1,83.6]",11.63,240,108,224,70,344,189,307
"(83.6,86.3]",7.246,151,111,120,70,236,190,163
"(86.3,89.8]",5.333,101,75,64,70,185,150,110
"(89.8,93.9]",3.6,138,86,113,70,215,161,159
"(93.9,100]",2.58,179,91,172,70,255,158,238
"(100,113]",1.8,92,68,88,70,143,118,127
"(113,125]",0.781,41,28,38,70,72,61,58
"(125,129]",0.126,19,15,10,70,42,34,20
"(129,133]",0.0117,17,11,13,70,36,27,31
"(133,140]",0.0082,30,8,28,70,38,15,36
"(140,155]",0.0042,2,2,2,70,2,2,2
"(0.0042,0.0082]",139.8,15,3,13,71,14,5,9
"(0.0082,0.0117]",132.9,17,14,4,71,19,14,6
"(0.0117,0.126]",129.4,50,17,47,71,61,18,58
"(0.126,0.781]",125,51,43,32,71,74,54,53
"(0.781,1.8]",113,58,46,32,71,81,64,45
"(1.8,2.58]",100.5,66,56,33,71,92,81,40
"(2.58,3.6]",93.9,115,62,95,71,161,88,138
"(3.6,5.33]",89.8,147,103,124,71,204,148,171
"(5.33,7.25]",86.3,161,124,114,71,223,182,158
"(7.25,11.6]",83.6,188,143,145,71,273,200,214
"(11.6,13.8]",72.1,201,150,152,71,290,236,209
"(13.8,16]",66,225,183,170,71,330,272,241
"(16,20.4]",61.6,228,189,185,71,342,284,279
"(20.4,23]",59.2,194,180,139,71,289,275,204
"(23,28.1]",56,170,136,121,71,270,228,167
"(28.1,33.9]",47.8,161,121,105,71,255,212,159
"(33.9,37.8]",41.2,208,105,174,71,334,196,278
"(37.8,41.2]",37.8,237,147,184,71,362,265,271
"(41.2,47.8]",33.9,250,189,215,71,382,306,321
"(47.8,56]",28.1,267,166,253,71,387,277,341
"(56,59.2]",23.03,189,110,170,71,284,200,228
"(59.2,61.6]",20.44,113,107,63,71,190,183,73
"(61.6,66]",15.97,151,89,131,71,234,165,185
"(66,72.1]",13.82,222,74,207,71,314,132,280
"(72.1,83.6]",11.63,239,109,223,71,344,189,306
"(83.6,86.3]",7.246,154,112,119,71,238,191,168
"(86.3,89.8]",5.333,100,76,63,71,185,152,104
"(89.8,93.9]",3.6,139,86,115,71,217,159,161
"(93.9,100]",2.58,180,92,173,71,254,160,237
"(100,113]",1.8,92,68,88,71,143,118,127
"(113,125]",0.781,42,28,39,71,74,61,59
"(125,129]",0.126,20,17,11,71,42,36,18
"(129,133]",0.0117,16,11,12,71,32,27,24
"(133,140]",0.0082,29,6,27,71,45,18,43
"(140,155]",0.0042,2,2,2,71,2,2,2
"(0.0042,0.0082]",139.8,10,7,4,72,15,7,8
"(0.0082,0.0117]",132.9,18,10,8,72,18,14,5
"(0.0117,0.126]",129.4,50,17,46,72,61,18,58
"(0.126,0.781]",125,53,44,38,72,72,53,53
"(0.781,1.8]",113,57,45,29,72,79,65,43
"(1.8,2.58]",100.5,64,57,31,72,89,76,42
"(2.58,3.6]",93.9,109,60,95,72,147,86,122
"(3.6,5.33]",89.8,144,97,125,72,206,137,177
"(5.33,7.25]",86.3,165,122,124,72,229,182,155
"(7.25,11.6]",83.6,184,141,141,72,272,206,216
"(11.6,13.8]",72.1,202,151,150,72,298,233,217
"(13.8,16]",66,221,182,163,72,325,275,240
"(16,20.4]",61.6,235,192,192,72,341,285,282
"(20.4,23]",59.2,194,182,136,72,292,275,201
"(23,28.1]",56,174,137,126,72,271,230,168
"(28.1,33.9]",47.8,162,126,107,72,254,214,159
